0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.42136398,0.00020931987,0.062379766,-0.14385542,-0.14893585,-0.04444836,-0.59125566,0.21728857,-0.13175274,-0.11474832,-0.13760403,-0.11310576,-0.09087509,1.6059564,1.0
-0.6803843,1.9966195,-3.011842,-0.25868,-0.157442,1.9222169,1.6620706,-1.2297726,-0.13218646,-0.1149665,-0.13822083,-0.11330894,-0.09088518,-0.45281494,0.0
-0.28820568,0.44834152,0.754444,-0.17193368,-0.029401954,-0.4449912,-0.49277103,0.4728871,-0.13122854,-0.11447795,-0.1368532,-0.112858385,-0.09086311,0.33774906,1.0
2.23633,-1.4977335,-0.5376697,-0.25478914,-0.157442,-0.41441542,1.0087825,-0.8448378,-0.13145845,-0.11459511,-0.13717797,-0.11296573,-0.09086824,-0.8233334,0.0
-0.55361027,0.6234002,0.553484,-0.26299724,-0.157442,0.4671258,0.16424297,0.93233126,-0.13271835,-0.11523521,-0.13898166,-0.1135598,-0.090897344,-0.8933029,0.0
-0.5399296,-0.6568191,0.89735955,-0.24257265,-0.157442,0.7260615,0.17098849,0.8923238,-0.13108139,-0.11440584,-0.13664305,-0.11278979,-0.09086054,-0.63907313,1.0
-0.43139645,0.20869529,0.6448099,-0.14237763,-0.15565124,-0.07502415,-0.595303,0.19251327,-0.13176192,-0.11475283,-0.13761932,-0.113111414,-0.090875946,1.4142663,1.0
-0.5171285,-1.6348107,0.34625337,-0.24641493,-0.157442,0.70771605,0.2897097,0.8577301,-0.132608,-0.115180925,-0.13882673,-0.1135085,-0.09089478,-0.20422448,1.0
-0.50709605,-1.4501048,0.2953519,-0.2359718,-0.157442,0.56095225,0.13591176,0.7051785,-0.13295747,-0.11535668,-0.13931963,-0.113671124,-0.09090248,-0.015101111,1.0
-0.33198375,0.19209021,0.70256346,-0.25863144,-0.157442,0.9370345,0.38144884,0.90810657,-0.13099863,-0.11436078,-0.13652268,-0.11274984,-0.090857975,-0.48993587,1.0
-0.34840053,0.01782699,0.6915344,-0.26592192,-0.157442,0.83826333,0.37684554,0.85520667,-0.13252524,-0.1151374,-0.13870193,-0.11346762,-0.09089307,-0.78762424,0.0
-0.26905277,0.58842564,0.6330635,-0.16237722,-0.11088199,-0.2554213,-0.53054595,0.32781395,-0.13149522,-0.11461764,-0.1372353,-0.1129851,-0.090869956,0.71032214,1.0
-0.21250609,0.6731594,0.0878307,-0.1349886,-0.15699431,0.06562448,-0.6236342,0.1519093,-0.13115497,-0.114441894,-0.13675003,-0.112824894,-0.09086225,1.7746814,1.0
2.2244735,0.6811545,-0.3879021,-0.26405004,-0.157442,-0.2523637,1.220592,-0.6516822,-0.13167916,-0.11471227,-0.13750276,-0.11307266,-0.090873376,-1.0532533,0.0
-0.5609066,0.5146787,0.7643805,-0.26592192,-0.157442,-0.5917251,-0.12310317,1.0384521,-0.13312888,-0.11542562,-0.13958742,-0.113730706,-0.09086905,-1.0349246,0.0
-0.2827334,0.51120853,0.49504226,-0.15705714,-0.050891194,-0.40218508,-0.5318951,0.49770826,-0.13114578,-0.114437394,-0.13673666,-0.112820454,-0.090861395,0.4486564,1.0
-0.45602164,-0.28023213,0.106429175,-0.15725417,-0.14087738,-0.16675152,-0.5413388,0.25715846,-0.13140327,-0.11456807,-0.13709775,-0.1129391,-0.090867385,0.9471316,1.0
-0.51348037,-1.5290986,0.8572257,-0.2428682,-0.157442,0.6251614,0.24249104,0.815658,-0.13278273,-0.11526655,-0.13906936,-0.113589205,-0.0908982,-0.14275938,1.0
-0.30279836,0.2604239,0.3814929,-0.23341027,-0.157442,0.5028583,0.103533246,0.6540221,-0.13292988,-0.11534766,-0.13928907,-0.113661446,-0.09090163,0.0745974,1.0
-0.5426657,-0.36031926,0.29241538,-0.2481883,-0.157442,0.6526796,0.19122505,0.88631344,-0.13245165,-0.115104325,-0.13860321,-0.11343505,-0.090891354,-0.68608385,0.0
-0.53172123,-1.481675,0.5890141,-0.25666103,-0.157442,0.9217466,0.3693069,0.9028762,-0.13117336,-0.11445091,-0.13677296,-0.11283215,-0.09086225,-0.4915569,1.0
-0.548138,0.24829116,0.07734047,-0.2651416,-0.157442,0.7934507,0.3516605,0.8540138,-0.13248917,-0.1151227,-0.13865417,-0.11345201,-0.09089221,-0.7919714,0.0
-0.22618674,0.5064252,0.6780916,-0.1417865,-0.15386046,-0.035275623,-0.5926048,0.16769208,-0.13179871,-0.11477085,-0.13766707,-0.11312674,-0.090875946,1.5200404,1.0
-0.42410013,0.18272856,0.20725346,-0.14158946,-0.14759277,-0.04444836,-0.6033976,0.1797127,-0.13168836,-0.11471227,-0.13751231,-0.11307549,-0.09087423,1.5494895,1.0
-0.56181866,0.4039008,0.63948166,-0.26532456,-0.157442,-0.9189159,-0.21574081,1.0129887,-0.13325778,-0.11549327,-0.13977039,-0.11379572,-0.09087814,-1.0577155,0.0
-0.23986737,0.6717927,0.10936605,-0.15173705,-0.15565124,-0.087254465,-0.5642736,0.21728857,-0.13201024,-0.114879005,-0.13797083,-0.113226816,-0.09088109,1.263508,1.0
-0.20064951,0.6813595,0.07412653,-0.13400342,-0.157442,0.12677605,-0.6195869,0.20751609,-0.13167916,-0.11470777,-0.13749513,-0.11306985,-0.090873376,2.0029805,1.0
-0.7022733,0.63554555,-0.08167278,-0.2551902,-0.15466118,-0.46204376,1.0208296,-0.81804377,-0.13154057,-0.11463566,-0.13729234,-0.11300358,-0.09087081,-0.86204654,0.0
-0.3985629,-2.6703393,0.55475366,-0.1275996,-0.15565124,0.12983364,-0.63577616,0.185723,-0.13159639,-0.11466721,-0.13737859,-0.11303192,-0.09087167,2.0367525,1.0
-0.31647903,0.19277357,0.26402795,-0.24523269,-0.157442,0.6312766,0.25463298,0.8532339,-0.13258041,-0.11516741,-0.1387847,-0.11349477,-0.090893924,-0.19355252,1.0
-0.5599946,0.56404835,0.7799693,-0.26430467,-0.157442,-0.46324113,-0.10862928,1.0133557,-0.1330708,-0.115416706,-0.1394877,-0.113726534,-0.090905055,-1.0221394,0.0
-0.35478485,-0.12891601,0.5926235,-0.26489577,-0.157442,0.4913834,0.16503082,0.9380663,-0.13282871,-0.115293585,-0.1391426,-0.11361299,-0.090899915,-0.90914774,0.0
-0.5454019,0.04503375,0.26468328,-0.26580223,-0.157442,0.9096894,0.42735526,0.84928817,-0.13235076,-0.115050375,-0.1384555,-0.113386646,-0.090888575,-0.7537011,0.0
-0.34840053,0.023989413,0.65459883,-0.26562637,-0.157442,0.802501,0.35581583,0.86227226,-0.13257122,-0.1151629,-0.13877133,-0.113490745,-0.090893924,-0.78821045,0.0
-0.6867686,0.668524,-0.64515865,-0.26592192,-0.157442,1.6571809,1.9943931,-0.81024414,-0.13147919,-0.11460527,-0.13721241,-0.11297684,-0.0908691,-0.57467055,0.0
-0.24716373,0.51735854,0.60076046,-0.15232816,-0.15699431,-0.1392333,-0.5642736,0.21127826,-0.13174354,-0.114743814,-0.13759065,-0.11310212,-0.09087509,1.1299058,1.0
-0.23713125,0.6847761,0.038887,-0.15479118,-0.15699431,-0.062793836,-0.5480843,0.1797127,-0.13198265,-0.11486549,-0.13793644,-0.11321552,-0.09088022,1.3059256,1.0
-0.28911772,0.59935904,0.24836598,-0.18040642,-0.03790811,-0.41441542,-0.4590434,0.49770826,-0.13145845,-0.11459511,-0.1371818,-0.11296694,-0.0908691,0.32653674,1.0
-0.54448986,-0.0846358,0.62073684,-0.25904498,-0.157442,0.8012559,0.33691254,0.88869923,-0.13230088,-0.11502594,-0.13838893,-0.11336445,-0.09088776,-0.7312299,0.0
-0.55452234,0.65658325,0.24081075,-0.26575267,-0.157442,0.5229684,0.16905178,0.9387545,-0.13285759,-0.11530773,-0.13918397,-0.113626555,-0.09090004,-0.91102463,0.0
-0.6858565,0.80641013,1.491536,-0.03893144,-0.157442,1.2825409,0.25058568,-1.093646,-0.13271835,-0.115239516,-0.1389853,-0.11356136,-0.090897344,-0.54694307,0.0
-0.70774555,0.7401264,-0.62381077,-0.2569566,-0.14177278,-0.5061428,1.0681431,-0.7012787,-0.13149522,-0.11461764,-0.1372353,-0.1129847,-0.090869956,-0.9604478,0.0
2.254571,0.17138514,-2.353481,2.411758,-0.038803495,-0.78744006,-1.3872275,-1.1575571,-0.13243327,-0.11509531,-0.13858028,-0.11342779,-0.0908905,-0.4816955,0.0
-0.7022733,0.606235,0.060452968,-0.25566968,-0.15449007,-0.46926072,1.0203764,-0.7820278,-0.13178636,-0.114762686,-0.13765214,-0.11312204,-0.090876,-0.86846125,0.0
-0.4067713,-2.0830114,0.19942227,-0.13134336,-0.15565124,0.11148816,-0.634427,0.21430635,-0.13147685,-0.11460862,-0.13721046,-0.11297662,-0.0908691,1.8869396,1.0
-0.31921515,0.1551901,0.7808733,-0.24937055,-0.157442,0.73829186,0.33423015,0.9020963,-0.1323137,-0.11503222,-0.13840833,-0.113370895,-0.09088793,-0.24799304,1.0
-0.7059215,0.82519966,-0.60614693,-0.2573513,-0.157442,-0.42666662,1.0849754,-0.7418826,-0.13153653,-0.11463561,-0.13729244,-0.11300362,-0.09087038,-0.92843276,0.0
-0.69953716,0.63284254,-0.08053575,-0.25134096,-0.14445892,-0.4572215,0.9696585,-0.8350653,-0.13155961,-0.114649184,-0.1373251,-0.113014154,-0.09087081,-0.81360704,0.0
